kode_spec;nama_perangkat;kode_id
B2WN0150152M;HUAAWEI Router B311As + Antena;A0413
B2WS028N010S;ROUTER MIKROTIK CCR1036-12G-4S-EM;A0001
B2WS028N0112;ROUTER MIKROTIK CCR1009-8G-1S-1S+;00083
B2WN0150152M;HUAAWEI Router B311As + Antena;A0256
B2WS028N0107;MIKROTIK ROUTER RB1100-1U;00155
B2WN00A0391M;AC power adaptors for FG/FWF-30G, come with interchangeable power plugs;A0334B
B2WN00A0391M;AC power adaptors for FG/FWF-30G, come with interchangeable power plugs;A0233B
B2WN00A0392M;4 x GE RJ45 ports (including 3 x Internal Ports, 1 x WAN Ports);A0159
B2WN00A0289M;XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;A1130
B2WN00A0289M;XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;A1104
B2WN0150068M;SFP GPON 2.5G 1.25G 30KM;A0075
B2WN00A0041M;QSFP to SFP10G adapter;A0060
B2WN00A0041M;QSFP to SFP10G adapter;A0006
B2WN0150068M;SFP GPON 2.5G 1.25G 30KM;A0088
B2WN00A0041M;QSFP to SFP10G adapter;A0010
B2WN00A0001M;GPON OLT SFP module (Industrial), class C+ standard, GSFP transceiver module;A0384
B2WN00A0041M;QSFP to SFP10G adapter;A0044
B2WN00A0041M;QSFP to SFP10G adapter;A0074
B2WN00A0041M;QSFP to SFP10G adapter;A0015
B2WN00A0289M;XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHS:    XGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 ;A0699
B2WN00A0321M;GSFP+-XSNU-R  XGS-PON-ONU optical module;A0094B
B2WN0150068M;SFP GPON 2.5G 1.25G 30KM;A0096
B2WN00A0289M;XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;A0950
B2WN0150068M;SFP GPON 2.5G 1.25G 30KM;A0018
B2WN00A0289M;XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;A1222
B2WN00A0041M;QSFP to SFP10G adapter;A0069
B2WN00A0289M;XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;A0884
B2WN0286428M;SFP ATOP 10G-SINGLESTRAIN 40KM TX 1330NM RX 1270NM;A0074
B2WN00A0289M;XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;A1253
B2WN00A0041M;QSFP to SFP10G adapter;A0080
B2WN00A0041M;QSFP to SFP10G adapter;A0041
B2WN00A0289M;XGS-PON/GPON Combo optical module, OLT side, 20 km, commercial, DDM, RoHSXGS-PON: Tx wavelength 1577 nm, uplink rate 9.953 and 2;A1223
B2WN0286635M;GPON optical module, OLT side, 60 km, quasi-industrial, DDM, RoHS Tx wavelength 1490 nm, uplink rate 1.25 Gbit/s, downlink rate ;A0279
B2WN0286427M;SFP+ 10G-SINGLESTRAIN 40KM TX 1270NM RX 1330NM (Brand : Atop);A0176
B2WN01VS0304;XFP/11G/DCTV/SWLC;A0222
B2WN00A0041M;QSFP to SFP10G adapter;A0021
B2WN0201011G;SFP+ ATOP/10G/DFB/1310/DUAL FIBER LC/DDM/10KM/C;A0060
B2WN0150260M;SFP+ 10G 1310nm 20 KM-Project Lambda;A0003B
B2WN0286458M;Small Form Factor Pluggable 10 Gigabit Ethernet (SFP+) LR Optics;A0009
B2WN00A0104M;Customized  Compatible 10GBASE-ER SFP+ 1550nm 40km DDM LC SMF Transceiver Module Industrial Temperature;A0015
B2WN0286274M;SFP+ ATOP 10G ER 40KM;A0009
B2WN0150203M;SFP+ ATOP 10G SR 850nm;A0788
B2WN0150017M;SFP+ 10G RAISECOM 40KM;A0226
B2WN00A0357M;SFP GE ELECTRICAL RJ45 1G (Brand : ATOP);A0309
B2WN0286458M;Small Form Factor Pluggable 10 Gigabit Ethernet (SFP+) LR Optics;A0005
B2WN0286274M;SFP+ ATOP 10G ER 40KM;A0014
B2WN0286139M;10G Base-LR SFP+ optic (LC) for up to 10km over SMF;A0018
B2WN0150047M;"SFP +10G RAISECOM 850nm;";A0078
B2WN0286274M;SFP+ ATOP 10G ER 40KM;A0017
B2WN0286612M;1GE SFP SX TRANSCEIVER MODULE FOR ALL SYSTEMS WITH SFP AND SFP/SFP+ SLOTS;A0016B
B2WN0286631M;Customized 1000BASE-T SFP Copper RJ-45 100m Transceiver Module (FS P/N: SFP-GB-GE-T);A0576
B2WN0150041M;RAISECOM SFP GE ELECTRICAL RJ45 1,25 GBPS 0,1 KM;A0915
B2WN0231016I;1000BASE-SX SFP (DOM);00014
B2WN00A0104M;Customized  Compatible 10GBASE-ER SFP+ 1550nm 40km DDM LC SMF Transceiver Module Industrial Temperature;A0019
B2WN0286631M;Customized 1000BASE-T SFP Copper RJ-45 100m Transceiver Module (FS P/N: SFP-GB-GE-T);A0226
B2WN0286329M;SFP+ 10GE pluggable transceiver, SMF, 1310nm for 10KM transmission;A0004
B2WN00A0357M;SFP GE ELECTRICAL RJ45 1G (Brand : ATOP);A0310
B2WN00A0104M;Customized  Compatible 10GBASE-ER SFP+ 1550nm 40km DDM LC SMF Transceiver Module Industrial Temperature;A0013
B2WN00A0357M;SFP GE ELECTRICAL RJ45 1G (Brand : ATOP);A0340
B2WN00A0321M;GSFP+-XSNU-R  XGS-PON-ONU optical module;A0820B
B2WN00A0321M;GSFP+-XSNU-R  XGS-PON-ONU optical module;A0598B
B2WN00A0322M;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;A0787B
B2WN0150268M;XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;A0589
B2WN00A0322M;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;A0818B
B2WN0150268M;XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;A0822
B2WN00A0321M;GSFP+-XSNU-R  XGS-PON-ONU optical module;A0459B
B2WN0150268M;XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;A0788
B2WN00A0321M;GSFP+-XSNU-R  XGS-PON-ONU optical module;A0823B
B2WN0150268M;XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;A0667
B2WN0150268M;XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;A0790
B2WN00A0322M;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;A0616B
B2WN00A0322M;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;A0669B
B2WN0150268M;XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;A0802
B2WN00A0322M;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;A0789B
B2WN0150268M;XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;A0830
B2WN0150268M;XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;A0821
B2WN0150268M;XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;A0616
B2WN00A0322M;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;A0471B
B2WN0150268M;XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;A0108
B2WN00A0322M;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;A0820B
B2WN0150268M;ISCOM6108-XGS: XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical;A0475
B2WN0150268M;ISCOM6108-XGS: XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical;A0476
B2WN00A0321M;GSFP+-XSNU-R  XGS-PON-ONU optical module;A0664B
B2WN0150268M;XGS-PON metal shell MDU, user side interface is 1*2.5GE+7*GE+1*10GF, external European power adapter, PON optical module is incl;A0729
B2WN00A0321M;GSFP+-XSNU-R  XGS-PON-ONU optical module;A0594B
B2WN00A0321M;GSFP+-XSNU-R  XGS-PON-ONU optical module;A0795B
B2WN00A0322M;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;A0592B
B2WN00A0322M;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;A0728B
B2WN00A0321M;GSFP+-XSNU-R  XGS-PON-ONU optical module;A0735B
B2WN00A0322M;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;A0800B
B2WS02VU0105;PSU/POE WIBAS;00456
B2WS0391048M;PoE Cambium Force 200;A0290
B2WS0391020H;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );00833
B2WS0391020E;DC-POE 48VDC 100BASE-T/GBE RADWIN;00205
B2WS0391048M;PoE Cambium Force 200;A0624
B2WS03W30102;RADIO LIGOWAVE DLB 5-20;00731
B2WS0391020H;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );01819
B2WS0391020H;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );00555
B2WS0200143M;POE UBIQUITY UAP-nanoHD;A0136
B2WS029G0104;"POWER DSINE REDMAX/HIMAX SU-O;1 X ETH PORTS ( PN - PD-300 1/AC )";03766
B2WS0391205M;PoE Cambium Force 300L;A0269
B2WS02VU010G;WIBAS CONNECT POE INJECTOR;00281
B2WS0391048M;PoE Cambium Force 200;A0767
B2WS0391047M;PoE Cambium ePMP 2000, 5 Ghz;A0106
B2WS0391048M;PoE Cambium Force 200;A0110
B2WS03W30107;POE AC LIGOWAVE DLBMACH-5 ( PN - );00012
B2WS02A20104;PSU/POE HIMAX 331-SS V2;00079
B2WS0391048M;PoE Cambium Force 200;A0289
B2WS029G0104;"POWER DSINE REDMAX/HIMAX SU-O;1 X ETH PORTS ( PN - PD-300 1/AC )";01886
B2WS02VU010G;WIBAS CONNECT POE INJECTOR;00531
B2WS0391048M;PoE Cambium Force 200;A0321
B2WS0391048M;PoE Cambium Force 200;A0626
B2WS0391047M;PoE Cambium ePMP 2000, 5 Ghz;A0086
B2WS0391048M;PoE Cambium Force 200;A0317
B2WS0391020E;DC-POE 48VDC 100BASE-T/GBE RADWIN;00203
B2WS0391205M;PoE Cambium Force 300L;A0266
B2WS029G0104;"POWER DSINE REDMAX/HIMAX SU-O;1 X ETH PORTS ( PN - PD-300 1/AC )";00787
B2WS0391048M;PoE Cambium Force 200;A0678
B2WS0200135M;Meraki MR 802.3at PoE Injector (EU Plug);A0049
B2WS0391048M;PoE Cambium Force 200;A0324
B2WS0200143M;POE UBIQUITY UAP-NANOHD;A0156B
B2WS03W30107;POE AC LIGOWAVE DLBMACH-5 ( PN - );00005
B2WS0391048M;PoE Cambium Force 200;A0917
B2WS02A20104;PSU/POE HIMAX 331-SS V2;00795
B2WS0391020H;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );00939
B2WS0200135M;Meraki MR 802.3at PoE Injector (EU Plug);A0045
B2WS0391020H;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );01148
B2WS029G0104;"POWER DSINE REDMAX/HIMAX SU-O;1 X ETH PORTS ( PN - PD-300 1/AC )";02076
B2WS03W30106;LIGOWAVE DLBMACH-5;00022
B2WS0391048M;PoE Cambium Force 200;A0654
B2WS0391048M;PoE Cambium Force 200;A0616
B2WS02VU0105;PSU/POE WIBAS;00181
B2WS02VU010G;WIBAS CONNECT POE INJECTOR;00491
B2WS029G0104;"POWER DSINE REDMAX/HIMAX SU-O;1 X ETH PORTS ( PN - PD-300 1/AC )";02749
B2WS029G0104;"POWER DSINE REDMAX/HIMAX SU-O;1 X ETH PORTS ( PN - PD-300 1/AC )";04461
B2WS029G0104;"POWER DSINE REDMAX/HIMAX SU-O;1 X ETH PORTS ( PN - PD-300 1/AC )";04425
B2WS0391048M;PoE Cambium Force 200;A0908
B2WS0391205M;PoE Cambium Force 300L;A0013
B2WS0391048M;PoE Cambium Force 200;A0914
B2WS0391020H;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );00580
B2WS02VU0105;PSU/POE WIBAS;00156
B2WS0391020H;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );01445
B2WS0391020H;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );02232
B2WS0391047M;PoE Cambium ePMP 2000, 5 Ghz;A0098
B2WN00A0322M;Adapter ISCOM6108-XGS  Output 12V:3A 36.0 Watt;A0047B
B2WS0391020H;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );01885
B2WS0391020H;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );00170
B2WS0200135M;Meraki MR 802.3at PoE Injector (EU Plug);A0042
B2WS0391020E;DC-POE 48VDC 100BASE-T/GBE RADWIN;00150
B2WS02A70204;PSU FOR EVOLUTION X1 SATELITE ROUTER;00394
B2WS0391020H;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );00999
B2WS0391039M;POE AC LIGOWAVE DLB 5-20;A0072
B2WS0200135M;Meraki MR 802.3at PoE Injector (EU Plug);A0031
B2WS0200135M;Meraki MR 802.3at PoE Injector (EU Plug);A0030
B2WS0391047M;PoE Cambium ePMP 2000, 5 Ghz;A0087
B2WS0391205M;PoE Cambium Force 300L;A0410
B2WN00A0146M;PSU Adaptor FortiWeb 100E;A0007B
B2WS0391047M;PoE Cambium ePMP 2000, 5 Ghz;A0214
B2WS0391020H;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );00214
B2WS0391020H;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );01020
B2WS0391020E;DC-POE 48VDC 100BASE-T/GBE RADWIN;00174
B2WS0391020H;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );00873
B2WS0391020H;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );00525
B2WS0391020H;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );02206
B2WS02VU0105;PSU/POE WIBAS;00309
B2WS0391205M;PoE Cambium Force 300L;A0472
B2WS0391020H;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );00443
B2WS02A20104;PSU/POE HIMAX 331-SS V2;00753
B2WS0391020H;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );00271
B2WS0391048M;PoE Cambium Force 200;A0323
B2WS02VU010G;WIBAS CONNECT POE INJECTOR;01073
B2WS0391048M;PoE Cambium Force 200;A0292
B2WS0391020H;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );00254
B2WS0391048M;PoE Cambium Force 200;A0652
B2WS0391020H;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );00090
B2WS02VU0105;PSU/POE WIBAS;00426
B2WS0200167M;PoE Injector Ubiquiti U-PoE-AT-eu ( 48.0V 0.65A. 31.2W );A0260
B2WS0200100M;Sundray PoE injector 30W  802.3at gigabit;A0355
B2WS02A20104;PSU/POE HIMAX 331-SS V2;00940
B2WS0391020H;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );00017
B2WS02A20104;PSU/POE HIMAX 331-SS V2;00805
B2WN0286415M;Power Adapter Unit for ONT Gpon, 12VDC, 1A - 2A;A0065
B2WS029G0104;"POWER DSINE REDMAX/HIMAX SU-O;1 X ETH PORTS ( PN - PD-300 1/AC )";04353
B2WS02VU0105;PSU/POE WIBAS;00382
B2WS0391020E;DC-POE 48VDC 100BASE-T/GBE RADWIN;00187
B2WS0391020H;AC POE DEVICE POWER RADWIN ( PN - 9921W1011 );00940
B2WS05A0074M;HPE Aruba Networking AP-POE-ATSR 1-Port Smart Rate 802.3at 30W Midspan Injector;A0061
B2WS0200167M;PoE Injector Ubiquiti U-PoE-AT-eu ( 48.0V 0.65A. 31.2W );A0217
B2WS03VI0103;DRO LNB C-BAND FOR IDIRECT REMOTE ( PN - 8220 );02853
B2WS03VI0102;2W C-BAND BUC FOR IDIRECT REMOTE ( PN - NJT5667F );04158
B2WS030O0105;RF,ODU,TIGRIS,EXT-C 2W;02406
B2WN0286829M;Power Adapter NCA-1515B 12V=5A;A0031
B2WS03VI0102;2W C-BAND BUC FOR IDIRECT REMOTE ( PN - NJT5667F );00773
B2WN01VS0203;Optical Amplifier, Double Stage 20 dBm maximum output power, variable low gain controlled (C-Band), dual monitoring ports;A0224
B2WS03VI0103;DRO LNB C-BAND FOR IDIRECT REMOTE ( PN - 8220 );00341
B2WN0286010D;TA5000 SM2 GE, 2 SFP BASED GE PORTS;00001
B2WN0150117M;Power Supply Module (1000W) DC for SH9HU;A0164
B2WS03VI0102;2W C-BAND BUC FOR IDIRECT REMOTE ( PN - NJT5667F );01894
B2WN02VG040C;TA5004 POWER/ALM MODULE;00044
B2WS03VI0103;DRO LNB C-BAND FOR IDIRECT REMOTE ( PN - 8220 );04061
B2WN0150117M;Power Supply Module (1000W) DC for SH9HU;A0151
B2WS0200037M;FULL C-BAND 2W BUC (NJT8102WF);A0303
B2WN0150117M;Power Supply Module (1000W) DC for SH9HU;A0155
B2WS03VI0103;DRO LNB C-BAND FOR IDIRECT REMOTE ( PN - 8220 );06495
B2WS030O0107;RFU-EXCB- TIG-2WL-F-C-BAND;01438
B2WN0286830M;Tabletop,  with fan NCA-1515B-4C-8D-64S;A0105
B2WN01VS0203;Optical Amplifier, Double Stage 20 dBm maximum output power, variable low gain controlled (C-Band), dual monitoring ports;A0226
B2WN0150117M;Power Supply Module (1000W) DC for SH9HU;A0166
B4PK0700021F;RADIO HYTERA MD788G BUILT IN GPS;A0001
B4PK0700021F;RADIO HYTERA MD788G BUILT IN GPS;A0004
B2WS03VI0105;3W KU-BAND BUC FOR IDIRECT REMOTE;A0626
B4PK0700021F;RADIO HYTERA MD788G BUILT IN GPS;B0026
B4PK0700020W;PS16001 POWER SUPPLY OF BASE STATION CABINET (ROHS) (ONLYFOR MD788);00013
B2WS02VU010G;WIBAS CONNECT POE INJECTOR;00048
B2WS0391055M;HT XiR 6620i non TIA;A0018
B2WS0200035M;LNB KU-BAND PLL NJR2842A3;A0833
B2WS03VI0105;3W KU-BAND BUC FOR IDIRECT REMOTE;A0621
B4PK0700020O;SWR DIAMOND SX400;A0003
B4PK0700020R;POWER SUPPLY HYTERA PS22002;00072
B2WS0391055M;HT XiR 6620i non TIA;A0055
B4PK0700020W;PS16001 POWER SUPPLY OF BASE STATION CABINET (ROHS) (ONLYFOR MD788);00011
B2WS0200035M;LNB KU-BAND PLL NJR2842A3;A0746
B2WS0200136M;Meraki MR36 Wi-Fi 6 Indoor AP;A0057
B2WS0391023M;POWER SUPPLY HYTERA PS22002;C0004
B4PK0700021F;RADIO HYTERA MD788G BUILT IN GPS;A0002
B2WS0200136M;Meraki MR36 Wi-Fi 6 Indoor AP;A0001
B4PK0700020R;POWER SUPPLY HYTERA PS22002;00073
B2WN0286010G;TA5000 SYSTEM CONTROL MODULE 1188010E1;00011
B2WN02860205;TA5000 CHASSIS 19IN INTL W/SMIO3INTL;00013
B2WN0286010D;TA5000 SM2 GE, 2 SFP BASED GE PORTS;00018
B2WN0286010R;TA50000 SCM G2 INTL;00092
B2WN02860205;TA5000 CHASSIS 19IN INTL W/SMIO3INTL;00009
B2WN0286010S;TA5000 SM5 2-10GE/2-1G SWTCH MOD;00074
B3CD0400030U;Module rectifier APR48ES;A0119
B3CD07000103;INVERTER 1 KVA INTARI TYPE (+/- 48 VDC TO 220 VAC) ( PN - );00270
B3CD0400049M;POWER MODULE DPR3000B-48;A0061B
B3CD0400048M;Rectifier 9KW Delta ESGC 100-HAA0102 - max 1RU, depth 600mm, there is port SNMP for monitoring, 1RU minimal 3600 Watts, 1RU mini;A0028
B3CD0400030U;Module rectifier APR48ES;A0137
B3CD0400030U;Module rectifier APR48ES;A0129
B3CD0400030U;Module rectifier APR48ES;A0130
B3CD0400045M;B3CD0400045M-Eaton rectifier 3G Access Power System APS3 series;A0040
B3CD0400030U;Module rectifier APR48ES;A0136
B3CD0400030U;Module rectifier APR48ES;A0134
B3CD04000301;RECTIFIER 220 VAC TO -48 VDC, 4A ( PN - );00750
B3CD04000301;RECTIFIER 220 VAC TO -48 VDC, 4A ( PN - );00778
B3CD04000301;RECTIFIER 220 VAC TO -48 VDC, 4A ( PN - );01386
B3CD0400049M;POWER MODULE DPR3000B-48;A0064B
B2WN0286281M;SFP+10G 1310NM 10KM DDM;A0184
B3CD0400030U;MODUL RECTIFIER APR48-ES;00178
B2WN0286281M;SFP+10G 1310NM 10KM DDM;A0110
B2WN0286281M;SFP+10G 1310NM 10KM DDM;A0107
B2WN020D0202;AC RECTIFIER ( PN - ) ( PN - );00114
B3CD0400030H;1U X 19 SUBRACK FOR 2 X RECTIFIERS C/W SC200+IOBGP;00060
B2WN0286281M;SFP+10G 1310NM 10KM DDM;A0143
B2WS0373010I;ODU ALFOPLUS 11/460/530 SB-2H ( HIGH );A0041
B2WN0286281M;SFP+10G 1310NM 10KM DDM;A0085
B2WN0286281M;SFP+10G 1310NM 10KM DDM;A0045
B3CD042K0101;MODUL RECTIFIER ( PN - ) ( PN - );00438
B3CD0400030U;MODUL RECTIFIER APR48-ES;00135
B2WN0286281M;SFP+10G 1310NM 10KM DDM;A0102
B3CD042K0101;MODUL RECTIFIER ( PN - ) ( PN - );00431
B2WN0286281M;SFP+10G 1310NM 10KM DDM;A0061
B3CD042K0101;MODUL RECTIFIER ( PN - ) ( PN - );00396
B2WS02VU010F;WIBAS CONNECT PANEL ANTENNA 10.5 GHZ;00293
B2WS02VU0104;PANEL ANTENNA 10.5GHZ WIBAS TERMINAL STATION;00238
B2WS02VU0104;PANEL ANTENNA 10.5GHZ WIBAS TERMINAL STATION;00306
B2WS020O0116;REMOTE HX50-IDU- C-BAND HUGHES;05937
B3CD08A0003M;DC PDU/DCDU;A0001I
B2MPLKVD0202;MPLIK-REMOTE HX50-IDU- C-BAND HUGHES ( PN - ) ( PN - ) ( PN - );00480
B2WS020O0116;REMOTE HX50-IDU- C-BAND HUGHES;02001
B2MPLKVD0202;MPLIK-REMOTE HX50-IDU- C-BAND HUGHES ( PN - ) ( PN - ) ( PN - );00555
B3CD08A0003M;DC PDU/DCDU;A0130
B2WS00A0013M;POWER SUPPLY STARLINK V4;A0934B
B2WS0138158M;Flat High Performance;A0472
B2WS0138153M;Power Supply STARLINK;A0582B
B2WS0138162M;ROUTER STARLINK V4;A0830B
B2WS00A0013M;POWER SUPPLY STARLINK V4;A0932B
B2WN0150115M;Fan Module for SH9HU;A0335
B2WS033A0103;ODU-SP 13 GHZ LOW NERA ( PN - );00675
B2WN0150116M;Common Equipment Module for SH9HU;A0106
B2WS02VU0203;FULL OUTDOOR WIBAS BASE STATION HUB,10.5GHZ FDD, 2XGBE ( PN - );00052
B2WN0150115M;Fan Module for SH9HU;A0336
B2WN0150115M;Fan Module for SH9HU;A0334
B2WS02VU0104;PANEL ANTENNA 10.5GHZ WIBAS TERMINAL STATION;00166
B2WN0150125M;9HU Shelf;A0109
B3CD13130112;ODC ELECTRICAL MAIN PANEL;00112
B3CD13130112;ODC ELECTRICAL MAIN PANEL;00125
B3CD13130112;ODC ELECTRICAL MAIN PANEL;00108
B3CD13130112;ODC ELECTRICAL MAIN PANEL;00103
B3CD13130112;ODC ELECTRICAL MAIN PANEL;00034
B3CD13130112;ODC ELECTRICAL MAIN PANEL;00044
B3CD13130112;ODC ELECTRICAL MAIN PANEL;00106
B3CD07000108;EATON MATRIX 2000 STAND ALONE INVERTER ( PN - INV-4820ESA );00145
B3CD048J0101;RECTIFIER SYSTEM HAMMER SIMMONS;00104
B2WN0150043M;RAISECOM SFP 1.25G ( STM 4 ) DDMI TX/RX 1310 NM 15KM;A0278
B2WN0286459M;Small Form Factor Pluggable 10 Gigabit Ethernet (SFP+) SR Optics;A0001
B2WS02A70203;EVOLUTION X1 SATELLITE ROUTER;03387
B2WS020O0116;REMOTE HX50-IDU- C-BAND HUGHES;01806
B2WS02A70203;EVOLUTION X1 SATELLITE ROUTER;01028
B2WS02A70201;EVOLUTION X3 SATELLITE ROUTER ( PN - );01190
B2WS02A70203;EVOLUTION X1 SATELLITE ROUTER;02521
B2WS02A70201;EVOLUTION X3 SATELLITE ROUTER ( PN - );01631
B2WS020O0116;REMOTE HX50-IDU- C-BAND HUGHES;05852
B2WS020O011F;MODEM HT 1300 ( PN - 1504298-0018 ) ( PN - 1504298-0018 );00687
B2WS020O011F;MODEM HT 1300 ( PN - 1504298-0018 ) ( PN - 1504298-0018 );00706
B2WS02A70201;EVOLUTION X3 SATELLITE ROUTER ( PN - );01919
B2WS02A70201;EVOLUTION X3 SATELLITE ROUTER ( PN - );00211
B2WS02A70201;EVOLUTION X3 SATELLITE ROUTER ( PN - );00588
B2WS02A70203;EVOLUTION X1 SATELLITE ROUTER;02376
B2WS020O0114;REMOTE HN7700S-IDU- C-BAND HUGHES;00466
B2WS020O0116;REMOTE HX50-IDU- C-BAND HUGHES;04537
B2WS02A70203;EVOLUTION X1 SATELLITE ROUTER;04485
B2WS020O011F;MODEM HT 1300 ( PN - 1504298-0018 ) ( PN - 1504298-0018 );00014
B2WS02A70201;EVOLUTION X3 SATELLITE ROUTER ( PN - );02193
B2WS02A70203;EVOLUTION X1 SATELLITE ROUTER;03938
B2WS02A70203;EVOLUTION X1 SATELLITE ROUTER;04549
B2WS02A70201;EVOLUTION X3 SATELLITE ROUTER ( PN - );00627
B2WS020O011F;MODEM HT 1300 ( PN - 1504298-0018 ) ( PN - 1504298-0018 );00944
B2WS020O011F;MODEM HT 1300 ( PN - 1504298-0018 ) ( PN - 1504298-0018 );00238
B2WS0391202M;Cambium Sector Antenna, ePMP-3000L, 90/120 deg;A0017
B2WN0286205M;Outdoor GPON OLT;A0133
B2WS0391202M;Cambium Sector Antenna, ePMP-3000L, 90/120 deg;A0004
B2WN0287159M;NetEngine 8000 M4 (4x100G + 16x10G) DC Power_Banten Lampung V800R023_Site1;A0067
B2WN00A0353M;NetEngine 8000E M1D Basic Configuration, DC Power (Including M1D chassis, fixed interfaces (4*40GE/50GE+4*10GE/GE+20*GE), 2*DC p;A0061
B2WN00A0155M;2-Port 100GBase/50GBase-QSFP28 FlexE MACsec Physical Interface Card(PIC);A0060
B2WS0391052M;Cambium Force-200, 5 Ghz, High Gain 25 dBi antenna, Up to 200+Mbps throughput;A0675
B2WS0391048M;PoE Cambium Force 200;A0676
B2WS0391052M;Cambium Force-200, 5 Ghz, High Gain 25 dBi antenna, Up to 200+Mbps throughput;A0677
B2WS0391199M;PoE Cambium ePMP 3000L, 5 GHz;A0036
B2WS0391052M;Cambium Force-200, 5 Ghz, High Gain 25 dBi antenna, Up to 200+Mbps throughput;A0323
B2WS0391199M;PoE Cambium ePMP 3000L, 5 GHz;A0040
B2WS0391048M;PoE Cambium Force 200;A0798
B2WS0391039M;POE AC LIGOWAVE DLB 5-20;A0044
B2WS0391204M;Cambium Force-300L, 5 GHz, High Gain 25 dBi antenna, up to 400+Mbps throughput;A0296
B2WS0391052M;Cambium Force-200, 5 Ghz, High Gain 25 dBi antenna, Up to 200+Mbps throughput;A0676
B2WN0286126M;POE UAP -AC-M-PRO;A1476
B2WS0391204M;Cambium Force-300L, 5 GHz, High Gain 25 dBi antenna, up to 400+Mbps throughput;A0212
